"AcademicLevel","InternationalStudent","CountryOfOrigin"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Freshman","False","USA"
"Freshman","False","USA"
"Freshman","False","USA"
"Junior","False","USA"
"Junior","False","USA"
"Junior","False","USA"
"Junior","False","USA"
"Junior","False","USA"
"Junior","False","USA"
"Junior","False","USA"
"Junior","False","USA"
"Junior","False","USA"
"Junior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"5th Year Senior","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Junior","False","USA"
"Junior","False","USA"
"Junior","False","USA"
"Junior","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Doctoral","False","USA"
"Freshman","False","USA"
"Freshman","False","USA"
"Junior","False","USA"
"Junior","False","USA"
"Junior","False","USA"
"Junior","False","USA"
"Junior","True","USA"
