"AcademicLevel","InternationalStudent","CountryOfOrigin"
"5th Year Senior","True","India"
"5th Year Senior","True","India"
"5th Year Senior","True","India"
"5th Year Senior","True","India"
"5th Year Senior","True","India"
"5th Year Senior","True","India"
"5th Year Senior","True","India"
"5th Year Senior","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"5th Year Senior","True","India"
"5th Year Senior","True","India"
"5th Year Senior","True","India"
"5th Year Senior","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"5th Year Senior","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Junior","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Junior","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Junior","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Senior","True","India"
"Masters","True","India"
"Junior","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Senior","True","India"
"Junior","True","India"
"Junior","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Miscellaneous","True","India"
"Miscellaneous","True","India"
"Senior","True","India"
"Senior","True","India"
"Senior","True","India"
"Senior","True","India"
"Senior","True","India"
"Senior","True","India"
"Senior","True","India"
"Senior","True","India"
"Senior","True","India"
"Senior","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"5th Year Senior","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Senior","True","India"
"Senior","True","India"
"Senior","True","India"
"Senior","True","India"
"Senior","True","India"
"Senior","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Senior","True","India"
"Senior","True","India"
"Senior","True","India"
"Senior","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Senior","True","India"
"Senior","True","India"
"Senior","True","India"
"Senior","True","India"
"Senior","True","India"
"Senior","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Senior","True","India"
"Senior","True","India"
"Senior","True","India"
"Senior","True","India"
"Senior","True","India"
"Senior","True","India"
"Senior","True","India"
"Senior","True","India"
"Senior","True","India"
"Senior","True","India"
"Senior","True","India"
"Senior","True","India"
"Senior","True","India"
"Senior","True","India"
"Senior","True","India"
"Senior","True","India"
"5th Year Senior","True","India"
"5th Year Senior","True","India"
"5th Year Senior","True","India"
"5th Year Senior","True","India"
"5th Year Senior","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Doctoral","True","India"
"Junior","True","India"
"Junior","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Masters","True","India"
"Senior","True","India"
"Senior","True","India"
"Doctoral","True","Indonesia"
"Doctoral","True","Indonesia"
"Masters","True","Indonesia"
"Doctoral","True","Indonesia"
"Masters","True","Indonesia"
"Masters","True","Indonesia"
"Masters","True","Indonesia"
"Senior","True","Indonesia"
"Masters","True","Indonesia"
"Doctoral","True","Iran"
"Doctoral","True","Iran"
"Doctoral","True","Iran"
"Doctoral","True","Iran"
"Doctoral","True","Iran"
"Doctoral","True","Iran"
"Doctoral","True","Iran"
"Doctoral","True","Iran"
"Doctoral","True","Iran"
"Masters","True","Iran"
"Doctoral","True","Iran"
"Doctoral","True","Iran"
"Doctoral","True","Iran"
"Doctoral","True","Iran"
"Masters","True","Iran"
"Doctoral","True","Iran"
"Masters","True","Iran"
"Masters","True","Iran"
"Masters","True","Iran"
"Masters","True","Ireland"
"Doctoral","True","Israel"
"Freshman","True","Israel"
"Masters","True","Israel"
"Masters","True","Israel"
"Masters","True","Israel"
"Senior","True","Israel"
"Doctoral","True","Israel"
"Doctoral","True","Italy"
"Doctoral","True","Italy"
"Doctoral","True","Italy"
"Doctoral","True","Italy"
"Doctoral","True","Italy"
"Doctoral","True","Italy"
"Doctoral","True","Italy"
"Masters","True","Italy"
"Senior","True","Italy"
"Doctoral","True","Italy"
"5th Year Senior","True","Japan"
"5th Year Senior","True","Japan"
"Doctoral","True","Japan"
"Masters","True","Japan"
"Masters","True","Japan"
"Masters","True","Japan"
"Masters","True","Japan"
"Masters","True","Japan"
"Masters","True","Japan"
"Senior","True","Japan"
"Masters","True","Japan"
"Masters","True","Japan"
"Masters","True","Japan"
"Masters","True","Japan"
"Masters","True","Japan"
"Masters","True","Japan"
"Senior","True","Japan"
"Masters","True","Japan"
"Masters","True","Japan"
"Masters","True","Japan"
"Senior","True","Japan"
"Masters","True","Japan"
"Senior","True","Japan"
"Senior","True","Japan"
"Senior","True","Japan"
"Doctoral","True","Japan"
"5th Year Senior","True","Jordan"
"Masters","True","Jordan"
"Doctoral","True","Jordan"
"Masters","True","Jordan"
"Doctoral","True","Kazakhstan"
"5th Year Senior","True","Kazakhstan"
"Masters","True","Kazakhstan"
"Masters","True","Kazakhstan"
"Senior","True","Kazakhstan"
"Junior","True","Kazakhstan"
"5th Year Senior","True","Kenya"
"Masters","True","Kenya"
"Masters","True","Kenya"
"Masters","True","Kenya"
"5th Year Senior","True","Korea"
"5th Year Senior","True","Korea"
"5th Year Senior","True","Korea"
"5th Year Senior","True","Korea"
"5th Year Senior","True","Korea"
"5th Year Senior","True","Korea"
"5th Year Senior","True","Korea"
"5th Year Senior","True","Korea"
"5th Year Senior","True","Korea"
"Doctoral","True","Korea"
"5th Year Senior","True","Korea"
"5th Year Senior","True","Korea"
"Doctoral","True","Korea"
"5th Year Senior","True","Korea"
"5th Year Senior","True","Korea"
"5th Year Senior","True","Korea"
"5th Year Senior","True","Korea"
"5th Year Senior","True","Korea"
"5th Year Senior","True","Korea"
"5th Year Senior","True","Korea"
"Doctoral","True","Korea"
"Doctoral","True","Korea"
"Junior","True","Korea"
"Junior","True","Korea"
"5th Year Senior","True","Korea"
"5th Year Senior","True","Korea"
"5th Year Senior","True","Korea"
"5th Year Senior","True","Korea"
"5th Year Senior","True","Korea"
"5th Year Senior","True","Korea"
"5th Year Senior","True","Korea"
"Doctoral","True","Korea"
"Doctoral","True","Korea"
"Doctoral","True","Korea"
"Doctoral","True","Korea"
"Doctoral","True","Korea"
"Doctoral","True","Korea"
"Doctoral","True","Korea"
"Doctoral","True","Korea"
"Doctoral","True","Korea"
"Doctoral","True","Korea"
"Junior","True","Korea"
"5th Year Senior","True","Korea"
"5th Year Senior","True","Korea"
"Junior","True","Korea"
"Masters","True","Korea"
"Masters","True","Korea"
"5th Year Senior","True","Korea"
"5th Year Senior","True","Korea"
"5th Year Senior","True","Korea"
"Doctoral","True","Korea"
"Doctoral","True","Korea"
"Doctoral","True","Korea"
"Junior","True","Korea"
"Junior","True","Korea"
"Masters","True","Korea"
"Masters","True","Korea"
"Junior","True","Korea"
"Junior","True","Korea"
"Junior","True","Korea"
"Junior","True","Korea"
"Junior","True","Korea"
"Junior","True","Korea"
"Junior","True","Korea"
"Junior","True","Korea"
"Junior","True","Korea"
"Masters","True","Korea"
"Doctoral","True","Korea"
"Doctoral","True","Korea"
"Doctoral","True","Korea"
"Doctoral","True","Korea"
"Doctoral","True","Korea"
"Doctoral","True","Korea"
"Doctoral","True","Korea"
"Doctoral","True","Korea"
"Doctoral","True","Korea"
"Masters","True","Korea"
"Masters","True","Korea"
"Masters","True","Korea"
"Junior","True","Korea"
"Junior","True","Korea"
"Junior","True","Korea"
"Masters","True","Korea"
"Doctoral","True","Korea"
"Doctoral","True","Korea"
"Doctoral","True","Korea"
"Doctoral","True","Korea"
"Masters","True","Korea"
"Masters","True","Korea"
"Masters","True","Korea"
"Masters","True","Korea"
"Masters","True","Korea"
"Senior","True","Korea"
"Senior","True","Korea"
"Senior","True","Korea"
"Senior","True","Korea"
"Senior","True","Korea"
"Senior","True","Korea"
"Freshman","True","Korea"
"Junior","True","Korea"
"Junior","True","Korea"
"Junior","True","Korea"
"Masters","True","Korea"
"Masters","True","Korea"
"Masters","True","Korea"
"Junior","True","Korea"
"Masters","True","Korea"
"Senior","True","Korea"
"Senior","True","Korea"
"Senior","True","Korea"
"Senior","True","Korea"
"Senior","True","Korea"
"Senior","True","Korea"
"Sophomore","True","Korea"
"Masters","True","Korea"
"Masters","True","Korea"
"Masters","True","Korea"
"5th Year Senior","True","Korea"
"5th Year Senior","True","Korea"
"5th Year Senior","True","Korea"
"Masters","True","Korea"
"Senior","True","Korea"
"Senior","True","Korea"
"Senior","True","Korea"
"Senior","True","Korea"
"Masters","True","Korea"
"Masters","True","Korea"
"Masters","True","Korea"
"Masters","True","Korea"
"Masters","True","Korea"
"Senior","True","Korea"
"Senior","True","Korea"
"Senior","True","Korea"
"Senior","True","Korea"
"Senior","True","Korea"
"Senior","True","Korea"
"Senior","False","Korea"
"Senior","True","Korea"
"Masters","True","Korea"
"Senior","True","Korea"
"Sophomore","True","Korea"
"Sophomore","True","Korea"
"Senior","True","Korea"
"Senior","True","Korea"
"Senior","True","Korea"
"Senior","True","Korea"
"Senior","True","Korea"
"Senior","True","Korea"
"Senior","True","Korea"
"Senior","True","Korea"
"Senior","True","Korea"
"Senior","True","Korea"
"Senior","True","Korea"
"Senior","True","Korea"
"Sophomore","True","Korea"
"Sophomore","True","Korea"
"5th Year Senior","True","Korea"
"Doctoral","True","Korea"
"Doctoral","True","Korea"
"Junior","True","Korea"
"Junior","True","Korea"
"Junior","True","Korea"
"Junior","True","Korea"
"Junior","True","Korea"
"Masters","True","Korea"
"Masters","True","Korea"
"Masters","True","Korea"
"Senior","True","Korea"
"Senior","True","Korea"
"Sophomore","True","Korea"
"5th Year Senior","True","Kuwait"
"Doctoral","True","Kuwait"
"Doctoral","True","Kuwait"
"Doctoral","True","Lebanon"
"Doctoral","True","Lebanon"
"Doctoral","True","Lebanon"
"Masters","True","Lebanon"
"Masters","True","Lebanon"
"Masters","True","Lebanon"
"Masters","True","Liberia"
"5th Year Senior","True","Malaysia"
"5th Year Senior","True","Malaysia"
"5th Year Senior","True","Malaysia"
"Doctoral","True","Malaysia"
"Doctoral","True","Malaysia"
"Doctoral","True","Malaysia"
"Junior","True","Malaysia"
"Doctoral","True","Malaysia"
"Senior","True","Malaysia"
"Senior","True","Malaysia"
"Senior","True","Malaysia"
"5th Year Senior","True","Malaysia"
"Doctoral","True","Malaysia"
"Doctoral","True","Malaysia"
"Junior","True","Mauritius"
"Masters","True","Mauritius"
"Doctoral","True","Mexico"
"Doctoral","True","Mexico"
"Doctoral","True","Mexico"
"Doctoral","True","Mexico"
"Doctoral","True","Mexico"
"Masters","True","Mexico"
"Masters","True","Mexico"
"Masters","True","Mexico"
"Doctoral","True","Mexico"
"Masters","True","Mexico"
"Masters","True","Mexico"
"Masters","True","Mexico"
"Masters","True","Mexico"
"Masters","True","Mexico"
"Masters","True","Mexico"
"Miscellaneous","True","Mexico"
"Masters","True","Mexico"
"Masters","True","Mexico"
"Masters","True","Mexico"
"Masters","True","Mexico"
"Senior","True","Mexico"
"Masters","True","Mexico"
"Miscellaneous","True","Mexico"
"Senior","True","Mexico"
"Doctoral","True","Moldova"
"Masters","True","Moldova"
"Doctoral","True","Mongolia"
"Masters","True","Mongolia"
"Doctoral","True","Morocco"
"Doctoral","True","Myanmar"
"Doctoral","True","Nepal"
"Doctoral","True","Nepal"
"Doctoral","True","Nepal"
"Doctoral","True","Nepal"
"Masters","True","Nepal"
"Doctoral","True","Nepal"
"Doctoral","True","Netherlands"
"5th Year Senior","True","New Zealand"
"Doctoral","True","New Zealand"
"Junior","True","New Zealand"
"Masters","True","New Zealand"
"Masters","True","New Zealand"
"Senior","True","New Zealand"
"Senior","True","New Zealand"
"Senior","True","New Zealand"
"Masters","True","Nicaragua"
"Masters","True","Nicaragua"
"Masters","True","Nicaragua"
"Doctoral","True","Nigeria"
"5th Year Senior","True","Nigeria"
"5th Year Senior","True","Nigeria"
"Doctoral","True","Nigeria"
"Doctoral","True","Nigeria"
"Masters","True","Nigeria"
"Masters","True","Nigeria"
"Masters","True","Nigeria"
"Masters","True","Nigeria"
"Masters","True","Nigeria"
"Masters","True","Nigeria"
"Masters","True","Nigeria"
"Senior","True","Nigeria"
"Masters","True","Nigeria"
"Senior","True","Nigeria"
"Doctoral","True","Nigeria"
"5th Year Senior","True","Norway"
"5th Year Senior","True","Norway"
"Doctoral","True","Norway"
"Doctoral","True","Norway"
"Doctoral","True","Oman"
"5th Year Senior","True","Pakistan"
"5th Year Senior","True","Pakistan"
"Doctoral","True","Pakistan"
"Doctoral","True","Pakistan"
"5th Year Senior","True","Pakistan"
"Doctoral","True","Pakistan"
"Doctoral","True","Pakistan"
"Masters","True","Pakistan"
"Masters","True","Pakistan"
"Masters","True","Pakistan"
"Masters","True","Pakistan"
"Masters","True","Pakistan"
"Masters","True","Pakistan"
"Masters","True","Pakistan"
"Masters","True","Pakistan"
"Masters","True","Pakistan"
"Masters","True","Pakistan"
"Masters","True","Pakistan"
"Senior","True","Pakistan"
"Masters","True","Pakistan"
"Masters","True","Pakistan"
"Masters","True","Pakistan"
"Masters","True","Pakistan"
"Masters","True","Pakistan"
"Senior","True","Pakistan"
"Masters","True","Pakistan"
"Masters","True","Pakistan"
"Masters","True","Panama"
"Masters","True","Peru"
"Senior","True","Peru"
"Doctoral","True","Philippines"
"Doctoral","True","Philippines"
"Senior","True","Philippines"
"Masters","True","Philippines"
"Doctoral","True","Poland"
"Doctoral","True","Poland"
"Doctoral","True","Portugal"
"Doctoral","True","Portugal"
"Doctoral","True","Portugal"
"Masters","True","Portugal"
"Junior","True","Portugal"
"Masters","True","Portugal"
"Doctoral","True","Portugal"
"Doctoral","True","Portugal"
"Junior","True","Qatar"
"Masters","True","Qatar"
"Senior","True","Qatar"
"Doctoral","True","R.O.C. Taiwan"
"Doctoral","True","R.O.C. Taiwan"
"Doctoral","True","R.O.C. Taiwan"
"Doctoral","True","R.O.C. Taiwan"
"Doctoral","True","R.O.C. Taiwan"
"Masters","True","R.O.C. Taiwan"
"Doctoral","True","R.O.C. Taiwan"
"Masters","True","R.O.C. Taiwan"
"Masters","True","R.O.C. Taiwan"
"Masters","True","R.O.C. Taiwan"
"Doctoral","True","R.O.C. Taiwan"
"Doctoral","True","R.O.C. Taiwan"
"Junior","True","R.O.C. Taiwan"
"Masters","True","R.O.C. Taiwan"
"Doctoral","True","R.O.C. Taiwan"
"Doctoral","True","R.O.C. Taiwan"
"Masters","True","R.O.C. Taiwan"
"Masters","True","R.O.C. Taiwan"
"Masters","True","R.O.C. Taiwan"
"Masters","True","R.O.C. Taiwan"
"Masters","True","R.O.C. Taiwan"
"Masters","True","R.O.C. Taiwan"
"Doctoral","True","R.O.C. Taiwan"
"Doctoral","True","R.O.C. Taiwan"
"Doctoral","True","R.O.C. Taiwan"
"Masters","True","R.O.C. TAIWAN"
"Masters","True","R.O.C. Taiwan"
"Masters","True","R.O.C. Taiwan"
"Masters","True","R.O.C. Taiwan"
"Masters","True","R.O.C. Taiwan"
"Masters","True","R.O.C. Taiwan"
"Masters","True","R.O.C. Taiwan"
"Masters","True","R.O.C. Taiwan"
"Masters","True","R.O.C. Taiwan"
"Masters","True","R.O.C. Taiwan"
"Masters","True","R.O.C. Taiwan"
"Masters","True","R.O.C. Taiwan"
"Masters","True","R.O.C. Taiwan"
"Masters","True","R.O.C. Taiwan"
"Masters","True","R.O.C. Taiwan"
"Masters","True","R.O.C. Taiwan"
"Senior","True","R.O.C. Taiwan"
"Masters","True","R.O.C. Taiwan"
"Masters","True","R.O.C. Taiwan"
"Masters","True","R.O.C. Taiwan"
"Masters","True","R.O.C. Taiwan"
"Masters","True","R.O.C. Taiwan"
"Masters","True","R.O.C. Taiwan"
"Masters","True","R.O.C. Taiwan"
"Masters","True","R.O.C. Taiwan"
"Masters","True","R.O.C. Taiwan"
"Masters","True","R.O.C. Taiwan"
"Senior","True","R.O.C. Taiwan"
"Masters","True","R.O.C. Taiwan"
"Senior","True","R.O.C. Taiwan"
"Senior","True","R.O.C. Taiwan"
"Doctoral","True","R.O.C. Taiwan"
"Doctoral","True","R.O.C. Taiwan"
"Doctoral","True","R.O.C. Taiwan"
"Doctoral","True","R.O.C. Taiwan"
"Masters","True","R.O.C. Taiwan"
"Masters","True","R.O.C. Taiwan"
"Senior","True","R.O.C. Taiwan"
"Senior","True","R.O.C. Taiwan"
"5th Year Senior","True","R.O.S. Singapore"
"5th Year Senior","True","R.O.S. Singapore"
"5th Year Senior","True","R.O.S. Singapore"
"5th Year Senior","True","R.O.S. Singapore"
"5th Year Senior","True","R.O.S. Singapore"
"5th Year Senior","True","R.O.S. Singapore"
"5th Year Senior","True","R.O.S. Singapore"
"5th Year Senior","True","R.O.S. Singapore"
"5th Year Senior","True","R.O.S. Singapore"
"5th Year Senior","True","R.O.S. Singapore"
"5th Year Senior","True","R.O.S. Singapore"
"Doctoral","True","R.O.S. Singapore"
"5th Year Senior","True","R.O.S. Singapore"
"5th Year Senior","True","R.O.S. Singapore"
"Doctoral","True","R.O.S. Singapore"
"Junior","True","R.O.S. Singapore"
"5th Year Senior","True","R.O.S. Singapore"
"5th Year Senior","True","R.O.S. Singapore"
"Masters","True","R.O.S. Singapore"
"Doctoral","True","R.O.S. Singapore"
"Junior","True","R.O.S. Singapore"
"Masters","True","R.O.S. Singapore"
"Masters","True","R.O.S. Singapore"
"Masters","True","R.O.S. Singapore"
"Masters","True","R.O.S. Singapore"
"Doctoral","True","R.O.S. Singapore"
"Doctoral","True","R.O.S. Singapore"
"Masters","True","R.O.S. Singapore"
"Masters","True","R.O.S. Singapore"
"Masters","True","R.O.S. Singapore"
"Senior","True","R.O.S. Singapore"
"Senior","True","R.O.S. Singapore"
"Masters","True","R.O.S. Singapore"
"Masters","True","R.O.S. Singapore"
"Senior","True","R.O.S. Singapore"
"Masters","True","R.O.S. Singapore"
"Sophomore","True","R.O.S. Singapore"
"Masters","True","R.O.S. Singapore"
"Senior","True","R.O.S. Singapore"
"Senior","True","R.O.S. Singapore"
"Senior","True","R.O.S. Singapore"
"5th Year Senior","True","R.O.S. Singapore"
"5th Year Senior","True","R.O.S. Singapore"
"Doctoral","True","R.O.S. Singapore"
"Doctoral","True","R.O.S. Singapore"
"Masters","True","R.O.S. Singapore"
"Masters","True","R.O.S. Singapore"
"Masters","True","R.O.S. Singapore"
"Masters","True","R.O.S. Singapore"
"Miscellaneous","True","R.O.S. Singapore"
"Doctoral","True","Romania"
"Doctoral","True","Romania"
"Doctoral","True","Romania"
"Doctoral","True","Romania"
"Doctoral","True","Romania"
"Doctoral","True","Romania"
"Doctoral","True","Romania"
"Doctoral","True","Romania"
